CHARGE_FILING_DATE,CP_SEX,CP_NATIONAL_ORIGIN,CP_DOB,HISPANIC_CP,CP_RACE_STRING,R_NAICS_CODE,R_NAICS_DESCRIPTION,R_NUMBER_OF_EMPLOYEES,R_TYPE
Jun/11/1997 ,Female,Hispanic - Obsolete,Dec/25/1959 ,NULL,W,531390,Other Activities Related to Real Estate,15 - 100 Employees,Private Employer
Jun/11/1997 ,Male,Other National Origin - Obsolete,Oct/14/1970 ,NULL,B,NULL,NULL,201 - 500 Employees,Private Employer
Jun/11/1997 ,Female,Other National Origin - Obsolete,Aug/12/1959 ,NULL,W,NULL,NULL,501+ Employees,Private Employer
Jun/11/1997 ,Female,Other National Origin - Obsolete,Nov/07/1973 ,NULL,W,523991,"Trust, Fiduciary, and Custody Activities",15 - 100 Employees,Private Employer
Jun/12/1997 ,Female,Other National Origin - Obsolete,Jan/11/1976 ,NULL,W,441110,New Car Dealers,15 - 100 Employees,Private Employer
Jun/12/1997 ,Female,Other National Origin - Obsolete,Mar/27/1952 ,NULL,W,445299,All Other Specialty Food Stores,15 - 100 Employees,Private Employer
Jun/06/1997 ,Female,Other National Origin - Obsolete,Feb/24/1954 ,NULL,W,523991,"Trust, Fiduciary, and Custody Activities",15 - 100 Employees,Private Employer
Jun/13/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,W,611710,Educational Support Services,15 - 100 Employees,Private College/University
Jun/13/1997 ,Female,Other National Origin - Obsolete,Feb/26/1954 ,NULL,O,NULL,NULL,501+ Employees,Union
Jun/13/1997 ,Female,Other National Origin - Obsolete,Apr/11/1960 ,NULL,W,237990,Other Heavy and Civil Engineering Construction,501+ Employees,Private Employer
Jun/16/1997 ,Female,Mexican - Obsolete,May/10/1977 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Jun/16/1997 ,Female,Other National Origin - Obsolete,Jun/29/1975 ,NULL,A,523999,Miscellaneous Financial Investment Activities,15 - 100 Employees,Private Employer
Jun/16/1997 ,Female,Other National Origin - Obsolete,Sep/03/1958 ,NULL,W,452111,Department Stores (except Discount Department Stores),501+ Employees,Private Employer
Jun/16/1997 ,Female,Other National Origin - Obsolete,Nov/20/1967 ,NULL,W,621999,All Other Miscellaneous Ambulatory Health Care Services,15 - 100 Employees,Private Employer
Jun/16/1997 ,Female,Other National Origin - Obsolete,Feb/21/1945 ,NULL,W,445299,All Other Specialty Food Stores,501+ Employees,Private Employer
Jun/16/1997 ,Female,Other National Origin - Obsolete,Aug/13/1955 ,NULL,W,445299,All Other Specialty Food Stores,501+ Employees,Private Employer
Jun/16/1997 ,Female,Other National Origin - Obsolete,Nov/07/1975 ,NULL,W,621111,Offices of Physicians (except Mental Health Specialists),15 - 100 Employees,Private Employer
Jun/17/1997 ,Female,Hispanic - Obsolete,Jan/10/1947 ,NULL,W,325211,Plastics Material and Resin Manufacturing,501+ Employees,Private Employer
Jun/17/1997 ,Male,Other National Origin - Obsolete,Mar/21/1968 ,NULL,W,313221,Narrow Fabric Mills,15 - 100 Employees,Private Employer
Jun/17/1997 ,Female,Other National Origin - Obsolete,Jul/20/1978 ,NULL,B,452910,Warehouse Clubs and Supercenters,101 - 200 Employees,Private Employer
Jun/17/1997 ,Female,Other National Origin - Obsolete,Mar/01/1971 ,NULL,W,488190,Other Support Activities for Air Transportation,501+ Employees,Private Employer
Jun/17/1997 ,Female,Other National Origin - Obsolete,Aug/22/1971 ,NULL,W,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,501+ Employees,Private Employer
Jun/17/1997 ,Female,Other National Origin - Obsolete,Nov/15/1959 ,NULL,W,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),201 - 500 Employees,Private Employer
Jun/17/1997 ,Female,Other National Origin - Obsolete,Jul/06/1972 ,NULL,W,NULL,NULL,NULL,Private Employer
Jun/18/1997 ,Female,Other National Origin - Obsolete,Dec/27/1948 ,NULL,B,325188,All Other Basic Inorganic Chemical Manufacturing,501+ Employees,Private Employer
Jun/18/1997 ,Female,Hispanic - Obsolete,Mar/29/1958 ,NULL,W,624190,Other Individual and Family Services,15 - 100 Employees,Private Employer
Jun/18/1997 ,Female,Other National Origin - Obsolete,Aug/10/1978 ,NULL,W,722110,Full-Service Restaurants,201 - 500 Employees,Private Employer
Jun/18/1997 ,Female,Other National Origin - Obsolete,Jun/09/1979 ,NULL,W,311999,All Other Miscellaneous Food Manufacturing,101 - 200 Employees,Private Employer
Jun/19/1997 ,Female,Hispanic - Obsolete,Aug/15/1978 ,NULL,O,522120,Savings Institutions,15 - 100 Employees,Private Employer
Jun/19/1997 ,Female,Other National Origin - Obsolete,Sep/21/1967 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Jun/20/1997 ,Female,Other National Origin - Obsolete,Feb/13/1962 ,NULL,W,541990,"All Other Professional, Scientific, and Technical Services",501+ Employees,Private Employer
Jun/20/1997 ,Female,Other National Origin - Obsolete,Jul/02/1980 ,NULL,W,722110,Full-Service Restaurants,201 - 500 Employees,Private Employer
Jun/23/1997 ,Female,Other National Origin - Obsolete,May/27/1974 ,NULL,W,441110,New Car Dealers,101 - 200 Employees,Private Employer
Jun/24/1997 ,Female,Hispanic - Obsolete,Jan/22/1974 ,NULL,W,445299,All Other Specialty Food Stores,201 - 500 Employees,Private Employer
Jun/24/1997 ,Female,Other National Origin - Obsolete,Apr/12/1979 ,NULL,W,213112,Support Activities for Oil and Gas Operations,15 - 100 Employees,Private Employer
Jun/24/1997 ,Female,Other National Origin - Obsolete,May/22/1960 ,NULL,W,448150,Clothing Accessories Stores,201 - 500 Employees,Private Employer
Jun/24/1997 ,Female,Other National Origin - Obsolete,Apr/15/1965 ,NULL,O,541990,"All Other Professional, Scientific, and Technical Services",15 - 100 Employees,Private Employer
Jun/25/1997 ,Female,Other National Origin - Obsolete,Jun/29/1973 ,NULL,W,921190,Other General Government Support,101 - 200 Employees,State/Local Govt
Jun/25/1997 ,Female,Other National Origin - Obsolete,Jan/01/1968 ,NULL,W,441110,New Car Dealers,101 - 200 Employees,Private Employer
Jun/26/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,W,336999,All Other Transportation Equipment Manufacturing,15 - 100 Employees,Private Employer
Jun/27/1997 ,Female,Hispanic - Obsolete,Nov/25/1955 ,NULL,O,325211,Plastics Material and Resin Manufacturing,15 - 100 Employees,Private Employer
Jun/27/1997 ,Female,Other National Origin - Obsolete,Jan/21/1977 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Jun/27/1997 ,Female,Other National Origin - Obsolete,Jul/10/1945 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Jun/27/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,O,326299,All Other Rubber Product Manufacturing,15 - 100 Employees,Private Employer
Jun/27/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,B,921120,Legislative Bodies,501+ Employees,State/Local Govt
Jun/27/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,B,561450,Credit Bureaus,501+ Employees,State/Local Govt
Jun/27/1997 ,Female,Other National Origin - Obsolete,Jun/08/1974 ,NULL,W,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",501+ Employees,Private Employer
Jun/27/1997 ,Female,Other National Origin - Obsolete,Aug/27/1979 ,NULL,W,722110,Full-Service Restaurants,501+ Employees,Private Employer
Jun/27/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,O,541990,"All Other Professional, Scientific, and Technical Services",15 - 100 Employees,Private Employer
Jun/30/1997 ,Male,Other National Origin - Obsolete,Jun/16/1971 ,NULL,W,236116,New Multifamily Housing Construction (except Operative Builders),15 - 100 Employees,Private Employer
Jun/30/1997 ,Female,Other National Origin - Obsolete,Jan/07/1962 ,NULL,W,NULL,NULL,201 - 500 Employees,Private Employer
Jul/01/1997 ,Female,Hispanic - Obsolete,Apr/19/1978 ,NULL,W,812320,Drycleaning and Laundry Services (except Coin-Operated),15 - 100 Employees,Private Employer
Jul/01/1997 ,Male,Other National Origin - Obsolete,NULL,NULL,W,524114,Direct Health and Medical Insurance Carriers,15 - 100 Employees,Private Employer
Jul/01/1997 ,Female,Other National Origin - Obsolete,Mar/12/1957 ,NULL,W,321999,All Other Miscellaneous Wood Product Manufacturing,201 - 500 Employees,Private Employer
Jul/01/1997 ,Male,Other National Origin - Obsolete,Jul/09/1976 ,NULL,W,452111,Department Stores (except Discount Department Stores),501+ Employees,Private Employer
Jul/01/1997 ,Male,Other National Origin - Obsolete,Sep/17/1957 ,NULL,W,623110,Nursing Care Facilities,201 - 500 Employees,Private Employer
Jul/01/1997 ,Male,Other National Origin - Obsolete,Apr/10/1966 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Jul/02/1997 ,Female,Hispanic - Obsolete,Apr/21/1972 ,NULL,O,561499,All Other Business Support Services,15 - 100 Employees,Private Employer
Jul/02/1997 ,Female,Other National Origin - Obsolete,Apr/20/1960 ,NULL,W,926110,Administration of General Economic Programs,Unknown Number Of Employees,State/Local Govt
Jul/02/1997 ,Female,Other National Origin - Obsolete,Mar/16/1970 ,NULL,O,921130,Public Finance Activities,15 - 100 Employees,Private Employer
Jul/03/1997 ,Female,Other National Origin - Obsolete,Dec/06/1965 ,NULL,W,339113,Surgical Appliance and Supplies Manufacturing,15 - 100 Employees,Private Employer
Jul/03/1997 ,Female,Hispanic - Obsolete,Feb/21/1950 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Jul/03/1997 ,Female,Other National Origin - Obsolete,Jun/02/1964 ,NULL,B,722110,Full-Service Restaurants,501+ Employees,Private Employer
Jul/03/1997 ,Male,Other National Origin - Obsolete,Apr/30/1978 ,NULL,W,448210,Shoe Stores,501+ Employees,Private Employer
Jul/03/1997 ,Male,Other National Origin - Obsolete,Mar/27/1941 ,NULL,W,622110,General Medical and Surgical Hospitals,501+ Employees,State/Local Govt
Jul/07/1997 ,Female,Other National Origin - Obsolete,Nov/21/1971 ,NULL,W,522120,Savings Institutions,501+ Employees,Private Employer
Jul/07/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,A,622110,General Medical and Surgical Hospitals,15 - 100 Employees,Private Employer
Jul/07/1997 ,Female,Other National Origin - Obsolete,Apr/19/1971 ,NULL,W,422210,Drugs and Druggists' Sundries Wholesalers,Unknown Number Of Employees,Private Employer
Jul/07/1997 ,Female,Other National Origin - Obsolete,Mar/08/1964 ,NULL,B,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",15 - 100 Employees,Private Employer
Jul/07/1997 ,Male,Other National Origin - Obsolete,Apr/10/1960 ,NULL,W,722110,Full-Service Restaurants,101 - 200 Employees,Private Employer
Jul/07/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,B,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Jul/08/1997 ,Female,Other National Origin - Obsolete,Mar/24/1978 ,NULL,W,444220,"Nursery, Garden Center, and Farm Supply Stores",15 - 100 Employees,Private Employer
Jul/08/1997 ,Female,Other National Origin - Obsolete,Aug/29/1971 ,NULL,NULL,326199,All Other Plastics Product Manufacturing,15 - 100 Employees,Private Employer
Jul/08/1997 ,Female,Other National Origin - Obsolete,Mar/03/1973 ,NULL,B,NULL,NULL,15 - 100 Employees,Private Employer
Jul/09/1997 ,Female,Other National Origin - Obsolete,Aug/20/1964 ,NULL,B,611699,All Other Miscellaneous Schools and Instruction,201 - 500 Employees,State/Local Govt
Jul/09/1997 ,Male,Mexican - Obsolete,Feb/16/1965 ,NULL,W,481111,Scheduled Passenger Air Transportation,501+ Employees,Private Employer
Jul/09/1997 ,Male,Other National Origin - Obsolete,NULL,NULL,O,623110,Nursing Care Facilities,501+ Employees,State/Local Govt
Jul/10/1997 ,Female,Other National Origin - Obsolete,Jan/06/1970 ,NULL,W,452990,All Other General Merchandise Stores,101 - 200 Employees,Private Employer
Jul/10/1997 ,Female,Other National Origin - Obsolete,Jan/05/1967 ,NULL,B,452990,All Other General Merchandise Stores,15 - 100 Employees,Private Employer
Jul/10/1997 ,Male,Other National Origin - Obsolete,May/13/1966 ,NULL,W,339999,All Other Miscellaneous Manufacturing,15 - 100 Employees,Private Employer
Jul/10/1997 ,Female,Other National Origin - Obsolete,Sep/11/1956 ,NULL,W,441229,All Other Motor Vehicle Dealers,15 - 100 Employees,Private Employer
Jul/11/1997 ,Female,Hispanic - Obsolete,Aug/11/1964 ,NULL,W,621399,Offices of All Other Miscellaneous Health Practitioners,15 - 100 Employees,Private Employer
Jul/11/1997 ,Female,Other National Origin - Obsolete,Mar/08/1956 ,NULL,W,522298,All Other Nondepository Credit Intermediation,15 - 100 Employees,Private Employer
Jul/11/1997 ,Female,Other National Origin - Obsolete,Feb/21/1968 ,NULL,W,611110,Elementary and Secondary Schools,NULL,Public Employment Agency
Jul/14/1997 ,Female,Hispanic - Obsolete,Mar/09/1957 ,NULL,W,622110,General Medical and Surgical Hospitals,501+ Employees,State/Local Govt
Jul/14/1997 ,Female,Other National Origin - Obsolete,Nov/20/1944 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Jul/14/1997 ,Female,Other National Origin - Obsolete,Dec/19/1954 ,NULL,W,452910,Warehouse Clubs and Supercenters,501+ Employees,Private Employer
Jul/14/1997 ,Female,Other National Origin - Obsolete,Oct/27/1967 ,NULL,B,NULL,NULL,15 - 100 Employees,Private Employer
Jul/14/1997 ,Female,Other National Origin - Obsolete,Jan/19/1970 ,NULL,W,422720,Petroleum and Petroleum Products Wholesalers (except Bulk Stations and Terminals),15 - 100 Employees,Private Employer
Jul/15/1997 ,Female,Other National Origin - Obsolete,Sep/06/1958 ,NULL,W,452910,Warehouse Clubs and Supercenters,501+ Employees,Private Employer
Jul/15/1997 ,Female,Other National Origin - Obsolete,May/11/1944 ,NULL,O,NULL,NULL,15 - 100 Employees,Private Employer
Jul/15/1997 ,Female,Other National Origin - Obsolete,Feb/25/1963 ,NULL,B,NULL,NULL,501+ Employees,Private Employer
Jul/15/1997 ,Female,Other National Origin - Obsolete,Jun/22/1965 ,NULL,B,NULL,NULL,501+ Employees,State/Local Govt
Jul/16/1997 ,Female,Other National Origin - Obsolete,Jul/26/1955 ,NULL,W,339113,Surgical Appliance and Supplies Manufacturing,101 - 200 Employees,Private Employer
Jul/16/1997 ,Female,Other National Origin - Obsolete,Mar/26/1974 ,NULL,W,445299,All Other Specialty Food Stores,101 - 200 Employees,Private Employer
Jul/16/1997 ,Female,Other National Origin - Obsolete,Aug/06/1960 ,NULL,W,452910,Warehouse Clubs and Supercenters,15 - 100 Employees,Private Employer
Jul/17/1997 ,Female,Other National Origin - Obsolete,Jan/28/1961 ,NULL,O,211111,Crude Petroleum and Natural Gas Extraction,15 - 100 Employees,Other
Jul/17/1997 ,Female,Other National Origin - Obsolete,Nov/03/1963 ,NULL,B,311999,All Other Miscellaneous Food Manufacturing,501+ Employees,Private Employer
Jul/17/1997 ,Female,Other National Origin - Obsolete,Sep/09/1960 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Jul/17/1997 ,Female,Other National Origin - Obsolete,Jan/30/1962 ,NULL,B,541810,Advertising Agencies,201 - 500 Employees,Private Employer
Jul/17/1997 ,Female,Other National Origin - Obsolete,Mar/07/1962 ,NULL,O,NULL,NULL,15 - 100 Employees,Private Employer
Jul/17/1997 ,Female,Other National Origin - Obsolete,Nov/22/1956 ,NULL,B,921120,Legislative Bodies,201 - 500 Employees,State/Local Govt
Jul/10/1997 ,Male,Other National Origin - Obsolete,Apr/15/1963 ,NULL,W,511130,Book Publishers,15 - 100 Employees,Private Employer
Jul/11/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,O,326299,All Other Rubber Product Manufacturing,15 - 100 Employees,Private Employer
Jul/18/1997 ,Female,Other National Origin - Obsolete,Jun/05/1971 ,NULL,O,NULL,NULL,15 - 100 Employees,Private Employer
Jul/18/1997 ,Female,Other National Origin - Obsolete,Jan/30/1955 ,NULL,W,541990,"All Other Professional, Scientific, and Technical Services",101 - 200 Employees,Private Employer
Jul/18/1997 ,Female,Other National Origin - Obsolete,Dec/03/1966 ,NULL,W,622110,General Medical and Surgical Hospitals,101 - 200 Employees,Private Employer
Jul/18/1997 ,Female,Other National Origin - Obsolete,Sep/23/1950 ,NULL,W,326220,Rubber and Plastics Hoses and Belting Manufacturing,201 - 500 Employees,Private Employer
Jul/18/1997 ,Female,Other National Origin - Obsolete,NULL,NULL,W,541310,Architectural Services,501+ Employees,Private Employer
Jul/18/1997 ,Male,Other National Origin - Obsolete,Sep/12/1946 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Jul/18/1997 ,Female,Other National Origin - Obsolete,Jan/21/1958 ,NULL,B,NULL,NULL,101 - 200 Employees,Private Employer
Jul/21/1997 ,Male,Hispanic - Obsolete,Apr/25/1949 ,NULL,O,236220,Commercial and Institutional Building Construction,501+ Employees,Private Employer
Jul/21/1997 ,Male,Other National Origin - Obsolete,Mar/18/1942 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Jul/21/1997 ,Female,Other National Origin - Obsolete,Dec/11/1957 ,NULL,W,NULL,NULL,15 - 100 Employees,Private Employer
Jul/21/1997 ,Female,Other National Origin - Obsolete,Apr/06/1973 ,NULL,W,722110,Full-Service Restaurants,15 - 100 Employees,Private Employer
Jul/21/1997 ,Female,Other National Origin - Obsolete,Apr/01/1966 ,NULL,B,713990,All Other Amusement and Recreation Industries,201 - 500 Employees,Private Employer
Jul/22/1997 ,Female,Other National Origin - Obsolete,May/07/1971 ,NULL,W,812990,All Other Personal Services,15 - 100 Employees,Private Employer
Jul/23/1997 ,Male,Other National Origin - Obsolete,Oct/23/1958 ,NULL,W,541990,"All Other Professional, Scientific, and Technical Services",15 - 100 Employees,Private Employer
Jul/23/1997 ,Female,Other National Origin - Obsolete,May/18/1963 ,NULL,W,339999,All Other Miscellaneous Manufacturing,15 - 100 Employees,Private Employer
Jul/23/1997 ,Female,Other National Origin - Obsolete,Jan/01/1920 ,NULL,B,517910,Other Telecommunications,501+ Employees,Private Employer
Jul/23/1997 ,Female,Other National Origin - Obsolete,Oct/25/1956 ,NULL,W,441110,New Car Dealers,15 - 100 Employees,Private Employer
Jul/23/1997 ,Female,Other National Origin - Obsolete,Aug/26/1969 ,NULL,B,623110,Nursing Care Facilities,15 - 100 Employees,Private Employer
Jul/25/1997 ,Female,Other National Origin - Obsolete,Nov/11/1967 ,NULL,I,722110,Full-Service Restaurants,101 - 200 Employees,Private Employer
Jul/25/1997 ,Female,Hispanic - Obsolete,Jan/02/1950 ,NULL,W,541990,"All Other Professional, Scientific, and Technical Services",15 - 100 Employees,Private Employer
Jul/25/1997 ,Female,Other National Origin - Obsolete,Mar/29/1968 ,NULL,O,452910,Warehouse Clubs and Supercenters,501+ Employees,Private Employer
Jul/28/1997 ,Female,Other National Origin - Obsolete,Feb/09/1960 ,NULL,W,447190,Other Gasoline Stations,501+ Employees,Private Employer
Jul/28/1997 ,Female,Other National Origin - Obsolete,Mar/27/1967 ,NULL,W,339999,All Other Miscellaneous Manufacturing,15 - 100 Employees,Private Employer
Jul/28/1997 ,Female,Other National Origin - Obsolete,Jan/04/1972 ,NULL,B,924110,Administration of Air and Water Resource and Solid Waste Management Programs,501+ Employees,State/Local Govt
Jul/28/1997 ,Female,Hispanic - Obsolete,Jun/26/1959 ,NULL,W,541990,"All Other Professional, Scientific, and Technical Services",15 - 100 Employees,Private Employer
Jul/29/1997 ,Female,Other National Origin - Obsolete,Jan/14/1951 ,NULL,W,441110,New Car Dealers,15 - 100 Employees,Private Employer
Jul/29/1997 ,Female,Other National Origin - Obsolete,Mar/17/1977 ,NULL,B,561499,All Other Business Support Services,15 - 100 Employees,Private Employer
Jul/29/1997 ,Male,Other National Origin - Obsolete,Jul/24/1963 ,NULL,B,921190,Other General Government Support,15 - 100 Employees,State/Local Govt
Jul/29/1997 ,Female,Other National Origin - Obsolete,Oct/27/1968 ,NULL,B,511199,All Other Publishers,15 - 100 Employees,Private Employer
Jul/30/1997 ,Female,Hispanic - Obsolete,May/27/1969 ,NULL,W,722110,Full-Service Restaurants,501+ Employees,Private Employer
Jul/30/1997 ,Female,Other National Origin - Obsolete,Dec/07/1971 ,NULL,W,522298,All Other Nondepository Credit Intermediation,501+ Employees,Private Employer
Jul/30/1997 ,Female,Other National Origin - Obsolete,Aug/16/1955 ,NULL,O,541990,"All Other Professional, Scientific, and Technical Services",15 - 100 Employees,Private Employer
Jul/30/1997 ,Female,Other National Origin - Obsolete,Jun/20/1964 ,NULL,B,541110,Offices of Lawyers,15 - 100 Employees,Private Employer
Jul/30/1997 ,Female,Other National Origin - Obsolete,Jan/01/1920 ,NULL,O,721199,All Other Traveler Accommodation,501+ Employees,Private Employer
Jul/30/1997 ,Female,Other National Origin - Obsolete,Jul/18/1964 ,NULL,W,NULL,NULL,201 - 500 Employees,Private Employer
Jul/30/1997 ,Female,Other National Origin - Obsolete,Mar/31/1964 ,NULL,W,921120,Legislative Bodies,201 - 500 Employees,State/Local Govt
